ticker,revised_ticker,first_qualifying_date,last_qualifying_date,mktcap_bucket,bucket_population,best_rank_in_bucket,worst_rank_in_bucket,num_hh_flagpoles,hh_dates,hh_confirmed_dates,suggested_resistances,latest_suggested_resistance,is_valid_flag,resistance_override,status,streak_still_active
IA,IA,2026-01-13,2026-01-16,,,,,0.0,,,,,,,no_pivot_yet,False
IA,IA,2026-03-03,2026-03-05,,,,,0.0,,,,,,,no_pivot_yet,False
IAG,IAG,2008-01-17,2008-01-28,,,,,0.0,,,,,,,no_pivot_yet,False
IAG,IAG,2008-12-19,2008-12-23,small,157.0,5.0,16.0,3.0,2008-12-17; 2009-01-02; 2009-01-26,2008-12-19; 2009-01-06; 2009-01-28,6.0; 6.36; 7.25,7.25,,,OK,
IAG,IAG,2009-01-22,2009-03-05,small,92.0,1.0,16.0,3.0,2009-02-20; 2009-03-19; 2009-03-26,2009-02-24; 2009-03-23; 2009-03-30,9.0; 8.6; 8.9,8.9,,,OK,
IAG,IAG,2009-09-08,2009-09-22,mid,16.0,7.0,15.0,2.0,2009-09-08; 2009-09-16,2009-09-10; 2009-09-18,14.87; 15.86,15.86,,,OK,
IAG,IAG,2009-10-13,2009-10-20,mid,5.0,2.0,6.0,3.0,2009-11-18; 2009-11-23; 2009-12-02,2009-11-20; 2009-11-25; 2009-12-04,19.43; 20.13; 21.0,21.0,,,OK,
IAG,IAG,2009-11-09,2009-11-20,,,,,0.0,,,,,,,no_pivot_yet,False
IAG,IAG,2009-12-03,2009-12-09,mid,2.0,1.0,5.0,2.0,2010-01-04; 2010-01-11,2010-01-06; 2010-01-13,16.45; 17.71,17.71,,,OK,
IAG,IAG,2010-05-14,2010-05-24,mid,14.0,1.0,9.0,3.0,2010-05-12; 2010-06-18; 2010-06-28,2010-05-14; 2010-06-22; 2010-06-30,20.2493; 19.24; 19.31,19.31,,,OK,
IAG,IAG,2013-07-31,2013-08-09,mid,6.0,6.0,16.0,2.0,2013-08-16; 2013-08-27,2013-08-20; 2013-08-29,6.71; 7.08,7.08,,,OK,
IAG,IAG,2013-08-16,2013-09-09,,,,,0.0,,,,,,,no_pivot_yet,False
IAG,IAG,2014-12-08,2014-12-18,small,23.0,2.0,15.0,3.0,2014-12-15; 2015-01-06; 2015-01-21,2014-12-17; 2015-01-08; 2015-01-23,2.82; 3.28; 3.39,3.39,,,OK,
IAG,IAG,2014-12-26,2015-01-21,small,23.0,3.0,16.0,1.0,2015-03-02,2015-03-04,2.51,2.51,,,OK,
IAG,IAG,2015-08-26,2015-09-01,small,19.0,7.0,12.0,1.0,2015-10-08,2015-10-12,2.0,2.0,,,OK,
IAG,IAG,2015-10-14,2015-10-27,small,30.0,4.0,15.0,3.0,2015-10-16; 2015-11-20; 2015-12-04,2015-10-20; 2015-11-24; 2015-12-08,2.17; 1.59; 1.67,1.67,,,OK,
IAG,IAG,2016-02-17,2016-03-04,small,15.0,1.0,14.0,4.0,2016-02-19; 2016-03-04; 2016-03-17; 2016-04-12,2016-02-23; 2016-03-08; 2016-03-21; 2016-04-14,2.57; 2.77; 2.37; 2.97,2.97,,,OK,
IAG,IAG,2016-04-15,2016-05-27,small,58.0,3.0,15.0,6.0,2016-04-20; 2016-05-02; 2016-05-06; 2016-05-17; 2016-06-10; 2016-06-16,2016-04-22; 2016-05-04; 2016-05-10; 2016-05-19; 2016-06-14; 2016-06-20,3.2; 3.5; 3.71; 4.05; 4.09; 4.14,4.14,,,OK,
IAG,IAG,2016-06-22,2016-07-05,small,17.0,4.0,13.0,2.0,2016-07-11; 2016-08-04,2016-07-13; 2016-08-08,4.95; 5.87,5.87,,,OK,
IAG,IAG,2016-07-20,2016-07-25,,,,,0.0,,,,,,,no_pivot_yet,False
IAG,IAG,2016-11-09,2016-11-14,small,6.0,3.0,13.0,3.0,2016-11-09; 2016-12-06; 2016-12-14,2016-11-11; 2016-12-08; 2016-12-16,4.66; 4.05; 4.08,4.08,,,OK,
IAG,IAG,2017-01-10,2017-01-26,mid,6.0,2.0,7.0,3.0,2017-01-09; 2017-01-24; 2017-02-08,2017-01-11; 2017-01-26; 2017-02-10,4.74; 4.79; 5.23,5.23,,,OK,
IAG,IAG,2017-06-14,2017-06-23,mid,12.0,3.0,6.0,2.0,2017-06-14; 2017-08-01,2017-06-16; 2017-08-03,5.71; 5.6,5.6,,,OK,
IAG,IAG,2018-12-24,2019-01-11,small,13.0,3.0,10.0,2.0,2019-01-09; 2019-02-20,2019-01-11; 2019-02-22,3.97; 3.87,3.87,,,OK,
IAG,IAG,2024-04-23,2024-04-24,small,26.0,14.0,15.0,2.0,2024-04-29; 2024-05-17,2024-05-01; 2024-05-21,3.855; 4.595,4.595,,,OK,
IAG,IAG,2025-04-04,2025-05-02,mid,30.0,4.0,16.0,3.0,2025-04-16; 2025-05-06; 2025-06-06,2025-04-21; 2025-05-08; 2025-06-10,8.38; 7.4; 7.81,7.81,,,OK,
IAG,IAG,2025-11-26,2025-12-03,mid,45.0,14.0,16.0,3.0,2025-12-01; 2025-12-22; 2026-01-13,2025-12-03; 2025-12-24; 2026-01-15,15.8; 17.91; 18.25,18.25,,,OK,
IAG,IAG,2026-02-18,2026-02-23,large_plus,42.0,13.0,15.0,1.0,2026-03-02,2026-03-04,24.87,24.87,,,OK,
IAG,IAG,2026-03-03,2026-03-10,large_plus,42.0,9.0,15.0,1.0,2026-04-14,2026-04-16,20.82,20.82,,,OK,
IBIO,IBIO,2014-10-17,2014-10-30,small,14.0,1.0,3.0,2.0,2014-10-17; 2014-11-10,2014-10-21; 2014-11-12,17400.0; 7050.0,7050.0,,,OK,
IBIO,IBIO,2020-03-02,2020-03-19,small,56.0,1.0,3.0,3.0,2020-02-28; 2020-03-18; 2020-04-28,2020-03-03; 2020-03-20; 2020-04-30,1700.0; 940.0; 760.0,760.0,,,OK,
IBIO,IBIO,2020-07-15,2020-07-27,small,117.0,3.0,11.0,1.0,2020-07-21,2020-07-23,3725.0,3725.0,,,OK,
IBIO,IBIO,2020-07-31,2020-08-05,,,,,0.0,,,,,,,no_pivot_yet,False
IBN,IBN,2007-11-09,2007-11-15,large_plus,16.0,7.0,11.0,1.0,2007-12-11,2007-12-13,12.1564,12.1564,,,OK,
IBN,IBN,2008-01-22,2008-01-25,,,,,0.0,,,,,,,no_pivot_yet,False
IBN,IBN,2008-08-08,2008-08-18,large_plus,18.0,9.0,12.0,1.0,2008-08-11,2008-08-13,6.62,6.62,,,OK,
IBN,IBN,2008-12-22,2008-12-30,large_plus,67.0,7.0,11.0,1.0,2009-01-06,2009-01-08,4.0509,4.0509,,,OK,
IBN,IBN,2009-05-07,2009-05-27,large_plus,51.0,1.0,15.0,4.0,2009-05-05; 2009-05-18; 2009-06-01; 2009-06-05,2009-05-07; 2009-05-20; 2009-06-03; 2009-06-09,4.4309; 5.9036; 5.9091; 5.9527,5.9527,,,OK,
IBP,IBP,2022-05-18,2022-05-23,mid,30.0,14.0,16.0,2.0,2022-05-17; 2022-06-09,2022-05-19; 2022-06-13,92.51; 99.44,99.44,,,OK,
IBRX,IBRX,2022-01-12,2022-01-14,mid,19.0,7.0,14.0,3.0,2022-02-01; 2022-02-10; 2022-02-17,2022-02-03; 2022-02-14; 2022-02-22,6.11; 6.63; 7.85,7.85,,,OK,
IBRX,IBRX,2022-02-24,2022-02-25,mid,48.0,11.0,15.0,1.0,2022-03-30,2022-04-01,6.44,6.44,,,OK,
IBRX,IBRX,2022-09-19,2022-09-29,mid,39.0,3.0,10.0,1.0,2022-09-15,2022-09-19,7.8,7.8,,,OK,
IBRX,IBRX,2023-05-04,2023-05-18,small,33.0,1.0,16.0,1.0,2023-05-09,2023-05-11,6.93,6.93,,,OK,
IBRX,IBRX,2023-10-31,2023-11-30,small,11.0,1.0,16.0,4.0,2023-11-03; 2023-11-20; 2023-12-20; 2023-12-28,2023-11-07; 2023-11-22; 2023-12-22; 2024-01-02,4.05; 4.49; 4.99; 5.2812,5.2812,,,OK,
IBRX,IBRX,2024-01-04,2024-01-12,mid,48.0,9.0,15.0,2.0,2024-02-12; 2024-02-16,2024-02-14; 2024-02-21,4.8072; 4.92,4.92,,,OK,
IBRX,IBRX,2024-02-26,2024-03-08,mid,30.0,9.0,16.0,2.0,2024-03-08; 2024-03-22,2024-03-12; 2024-03-26,5.55; 6.78,6.78,,,OK,
IBRX,IBRX,2024-03-20,2024-04-15,mid,25.0,5.0,16.0,1.0,2024-04-29,2024-05-01,10.53,10.53,,,OK,
IBRX,IBRX,2024-04-30,2024-05-20,mid,6.0,1.0,10.0,1.0,2024-06-24,2024-06-26,7.63,7.63,,,OK,
IBRX,IBRX,2024-10-25,2024-11-11,mid,31.0,6.0,15.0,1.0,2024-10-25,2024-10-29,7.48,7.48,,,OK,
IBRX,IBRX,2025-02-06,2025-02-20,mid,25.0,9.0,16.0,2.0,2025-02-19; 2025-03-28,2025-02-21; 2025-04-01,4.27; 3.47,3.47,,,OK,
IBRX,IBRX,2025-06-04,2025-06-16,mid,38.0,10.0,16.0,2.0,2025-06-10; 2025-07-25,2025-06-12; 2025-07-29,3.76; 3.11,3.11,,,OK,
IBRX,IBRX,2026-01-16,2026-03-11,mid,60.0,1.0,13.0,3.0,2026-01-22; 2026-02-10; 2026-02-25,2026-01-26; 2026-02-12; 2026-02-27,8.28; 7.1366; 12.43,12.43,,,OK,
IBTA,IBTA,2025-04-17,2025-04-25,small,14.0,9.0,16.0,2.0,2025-04-23; 2025-05-15,2025-04-25; 2025-05-19,48.805; 62.74,62.74,,,OK,
ICCM,ICCM,2022-12-27,2022-12-29,small,39.0,13.0,15.0,2.0,2023-01-25; 2023-02-02,2023-01-27; 2023-02-06,43.2; 46.8,46.8,,,OK,
ICCT^26,ICCT,2023-09-05,2023-09-07,small,19.0,5.0,15.0,1.0,2023-08-31,2023-09-05,414.0,414.0,,,OK,
ICE,ICE,2006-01-20,2006-02-17,,,,,0.0,,,,,,,no_pivot_yet,False
ICE,ICE,2006-03-16,2006-04-04,,,,,0.0,,,,,,,no_pivot_yet,False
ICE,ICE,2006-05-12,2006-05-22,,,,,0.0,,,,,,,no_pivot_yet,False
ICE,ICE,2006-07-14,2006-07-27,,,,,0.0,,,,,,,no_pivot_yet,False
ICE,ICE,2006-10-02,2006-10-03,mid,4.0,1.0,1.0,3.0,2006-10-11; 2006-11-01; 2006-11-09,2006-10-13; 2006-11-03; 2006-11-13,17.774; 17.488; 17.916,17.916,,,OK,
ICE,ICE,2006-11-20,2006-12-07,mid,1.0,1.0,5.0,2.0,2006-11-17; 2006-12-11,2006-11-21; 2006-12-13,21.08; 22.77,22.77,,,OK,
ICE,ICE,2006-12-13,2006-12-14,,,,,0.0,,,,,,,no_pivot_yet,False
ICE,ICE,2007-01-22,2007-01-30,mid,2.0,1.0,1.0,3.0,2007-01-25; 2007-02-08; 2007-02-21,2007-01-29; 2007-02-12; 2007-02-23,28.1; 31.61; 33.4,33.4,,,OK,
ICE,ICE,2007-02-27,2007-03-05,mid,2.0,2.0,3.0,1.0,2007-04-17,2007-04-19,26.626,26.626,,,OK,
ICE,ICE,2009-03-12,2009-03-26,mid,17.0,7.0,15.0,3.0,2009-03-26; 2009-04-13; 2009-05-05,2009-03-30; 2009-04-15; 2009-05-07,16.29; 18.286; 20.92,20.92,,,OK,
ICHR,ICHR,2017-05-31,2017-06-20,small,21.0,3.0,16.0,1.0,2017-06-09,2017-06-13,29.73,29.73,,,OK,
ICHR,ICHR,2017-10-25,2017-11-02,small,18.0,9.0,14.0,1.0,2017-11-22,2017-11-27,32.99,32.99,,,OK,
ICHR,ICHR,2026-01-21,2026-01-26,small,130.0,16.0,16.0,3.0,2026-01-22; 2026-02-11; 2026-02-24,2026-01-26; 2026-02-13; 2026-02-26,34.37; 48.7199; 55.33,55.33,,,OK,
ICHR,ICHR,2026-02-09,2026-03-05,small,64.0,3.0,16.0,1.0,2026-03-25,2026-03-27,52.9,52.9,,,OK,
ICHR,ICHR,2026-04-08,2026-04-15,small,44.0,10.0,14.0,2.0,2026-04-20; 2026-05-11,2026-04-22; 2026-05-13,67.76; 78.0,78.0,,,OK,
ICHR,ICHR,2026-06-18,2026-06-22,mid,76.0,14.0,15.0,2.0,2026-06-22; 2026-07-01,2026-06-24; 2026-07-06,101.65; 113.58,113.58,,,OK,
ICHR,ICHR,2026-06-30,2026-07-01,,,,,0.0,,,,,,,no_pivot_yet,False
ICLD,ICLD,2013-11-25,2013-11-29,small,32.0,2.0,12.0,1.0,2013-12-31,2014-01-03,7755.96,7755.96,,,OK,
ICLD,ICLD,2013-12-19,2014-01-27,small,13.0,1.0,15.0,1.0,2014-03-05,2014-03-07,6504.0,6504.0,,,OK,
ICLD,ICLD,2015-05-11,2015-05-27,small,21.0,2.0,5.0,1.0,2015-05-11,2015-05-13,1892.0,1892.0,,,OK,
ICLR,ICLR,2025-08-07,2025-08-08,,,,,0.0,,,,,,,no_pivot_yet,False
ICON.1^21,ICON,2007-03-06,2007-03-08,,,,,0.0,,,,,,,no_pivot_yet,False
ICON.1^21,ICON,2016-02-12,2016-02-29,small,17.0,5.0,15.0,3.0,2016-02-19; 2016-02-29; 2016-03-08,2016-02-23; 2016-03-02; 2016-03-10,17600.0; 17610.0; 20600.0,20600.0,,,OK,
ICOS^07,ICOS,2005-10-14,2005-10-26,,,,,0.0,,,,,,,no_pivot_yet,False
ICO^11,ICO,2008-04-22,2008-04-25,small,33.0,5.0,11.0,3.0,2008-04-22; 2008-05-16; 2008-06-03,2008-04-24; 2008-05-20; 2008-06-05,9.49; 10.39; 10.75,10.75,,,OK,
ICO^11,ICO,2008-05-01,2008-05-16,small,51.0,6.0,15.0,2.0,2008-06-09; 2008-06-19,2008-06-11; 2008-06-23,10.9; 13.9,13.9,,,OK,
ICO^11,ICO,2008-05-30,2008-06-05,,,,,0.0,,,,,,,no_pivot_yet,False
ICO^11,ICO,2008-06-11,2008-07-07,,,,,0.0,,,,,,,no_pivot_yet,False
ICO^11,ICO,2009-10-22,2009-10-23,small,40.0,12.0,15.0,1.0,2009-10-21,2009-10-23,5.35,5.35,,,OK,
ICO^11,ICO,2010-03-29,2010-04-08,small,16.0,11.0,14.0,1.0,2010-04-15,2010-04-19,5.71,5.71,,,OK,
ICO^11,ICO,2011-01-14,2011-01-27,small,19.0,8.0,14.0,3.0,2011-01-13; 2011-02-28; 2011-03-07,2011-01-18; 2011-03-02; 2011-03-09,10.02; 10.02; 11.06,11.06,,,OK,
ICO^11,ICO,2011-02-07,2011-02-10,small,12.0,9.0,11.0,1.0,2011-03-23,2011-03-25,11.5,11.5,,,OK,
ICO^11,ICO,2011-03-09,2011-03-11,mid,13.0,5.0,14.0,1.0,2011-04-01,2011-04-05,11.62,11.62,,,OK,
ICO^11,ICO,2011-03-21,2011-03-24,,,,,0.0,,,,,,,no_pivot_yet,False
ICPT^23,ICPT,2013-10-10,2013-10-11,,,,,0.0,,,,,,,no_pivot_yet,False
ICPT^23,ICPT,2013-12-20,2013-12-27,small,12.0,9.0,11.0,1.0,2014-01-10,2014-01-14,497.0,497.0,,,OK,
ICPT^23,ICPT,2014-01-13,2014-03-24,mid,6.0,1.0,16.0,3.0,2014-02-12; 2014-03-04; 2014-03-14,2014-02-14; 2014-03-06; 2014-03-18,388.0; 450.0; 484.99,484.99,,,OK,
ICPT^23,ICPT,2014-06-19,2014-06-27,mid,8.0,3.0,7.0,1.0,2014-07-30,2014-08-01,248.27,248.27,,,OK,
ICPT^23,ICPT,2014-08-15,2014-08-29,mid,3.0,1.0,4.0,1.0,2014-08-26,2014-08-28,304.42,304.42,,,OK,
ICPT^23,ICPT,2015-01-09,2015-01-16,mid,9.0,7.0,14.0,3.0,2015-01-27; 2015-01-30; 2015-02-24,2015-01-29; 2015-02-03; 2015-02-26,185.0; 210.0; 223.97,223.97,,,OK,
ICPT^23,ICPT,2015-01-27,2015-02-19,mid,18.0,2.0,14.0,2.0,2015-03-05; 2015-03-20,2015-03-09; 2015-03-24,278.8799; 308.28,308.28,,,OK,
ICPT^23,ICPT,2015-03-12,2015-04-01,mid,18.0,2.0,7.0,1.0,2015-04-22,2015-04-24,296.0,296.0,,,OK,
ICPT^23,ICPT,2016-04-05,2016-04-22,mid,32.0,4.0,13.0,3.0,2016-04-06; 2016-04-22; 2016-04-28,2016-04-11; 2016-04-26; 2016-05-02,163.83; 158.61; 159.75,159.75,,,OK,
ICPT^23,ICPT,2016-06-10,2016-06-17,mid,15.0,6.0,11.0,1.0,2016-07-12,2016-07-14,156.31,156.31,,,OK,
ICPT^23,ICPT,2017-01-17,2017-01-18,mid,10.0,9.0,10.0,1.0,2017-02-16,2017-02-21,135.25,135.25,,,OK,
ICPT^23,ICPT,2018-04-09,2018-04-25,small,18.0,3.0,16.0,3.0,2018-04-10; 2018-05-10; 2018-06-04,2018-04-12; 2018-05-14; 2018-06-06,75.9; 73.25; 75.9,75.9,,,OK,
ICPT^23,ICPT,2018-06-27,2018-06-28,mid,30.0,15.0,15.0,2.0,2018-07-12; 2018-08-08,2018-07-16; 2018-08-10,98.99; 118.85,118.85,,,OK,
ICPT^23,ICPT,2018-11-26,2018-12-03,mid,20.0,4.0,13.0,2.0,2018-11-29; 2019-01-09,2018-12-03; 2019-01-11,115.35; 113.82,113.82,,,OK,
ICPT^23,ICPT,2019-04-12,2019-04-15,mid,4.0,4.0,5.0,1.0,2019-04-10,2019-04-12,122.74,122.74,,,OK,
ICPT^23,ICPT,2019-12-12,2019-12-17,mid,21.0,6.0,8.0,2.0,2019-12-12; 2019-12-26,2019-12-16; 2019-12-30,120.8242; 125.0,125.0,,,OK,
ICPT^23,ICPT,2022-05-18,2022-05-23,small,22.0,12.0,15.0,1.0,2022-05-31,2022-06-02,18.83,18.83,,,OK,
ICVX^24,ICVX,2022-12-15,2023-01-09,small,54.0,1.0,6.0,2.0,2022-12-15; 2023-01-27,2022-12-19; 2023-01-31,16.45; 11.9899,11.9899,,,OK,
ICXT^10,ICXT,2010-01-08,2010-01-26,,,,,0.0,,,,,,,no_pivot_yet,False
ID.2^11,ID,2005-01-03,2005-01-11,,,,,0.0,,,,,,,no_pivot_yet,False
ID.2^11,ID,2010-08-10,2010-08-26,small,34.0,5.0,16.0,2.0,2010-08-09; 2010-09-27,2010-08-11; 2010-09-29,10.42; 11.75,11.75,,,OK,
IDA,IDA,2008-11-20,2008-11-25,small,38.0,11.0,16.0,1.0,2008-12-19,2008-12-23,30.57,30.57,,,OK,
IDCC,IDCC,2008-11-24,2008-12-01,small,28.0,5.0,10.0,3.0,2008-11-25; 2008-12-22; 2009-01-06,2008-11-28; 2008-12-24; 2009-01-08,28.98; 26.48; 28.43,28.43,,,OK,
IDCC,IDCC,2011-07-22,2011-08-15,small,17.0,1.0,1.0,3.0,2011-07-21; 2011-08-12; 2011-08-31,2011-07-25; 2011-08-16; 2011-09-02,82.5; 76.99; 73.74,73.74,,,OK,
IDCC,IDCC,2011-09-02,2011-09-09,mid,5.0,4.0,8.0,1.0,2011-10-11,2011-10-13,52.6,52.6,,,OK,
IDEXQ^26,IDEXQ,2014-02-19,2014-03-06,,,,,0.0,,,,,,,no_pivot_yet,False
IDEXQ^26,IDEXQ,2017-12-21,2018-01-10,,,,,0.0,,,,,,,no_pivot_yet,False
IDEXQ^26,IDEXQ,2018-08-30,2018-09-21,,,,,0.0,,,,,,,no_pivot_yet,False
IDEXQ^26,IDEXQ,2020-06-16,2020-07-08,,,,,0.0,,,,,,,no_pivot_yet,False
IDEXQ^26,IDEXQ,2020-11-23,2020-12-03,,,,,0.0,,,,,,,no_pivot_yet,False
IDIX^14,IDIX,2012-01-10,2012-02-06,small,8.0,1.0,4.0,1.0,2012-01-19,2012-01-23,15.25,15.25,,,OK,
IDIX^14,IDIX,2012-05-25,2012-06-11,small,7.0,3.0,7.0,2.0,2012-06-20; 2012-07-10,2012-06-22; 2012-07-12,11.05; 11.3,11.3,,,OK,
IDIX^14,IDIX,2012-06-20,2012-06-21,small,12.0,2.0,3.0,1.0,2012-07-31,2012-08-02,11.12,11.12,,,OK,
IDIX^14,IDIX,2012-06-28,2012-07-13,,,,,0.0,,,,,,,no_pivot_yet,False
IDMCQ^11,IDMCQ,2007-09-26,2007-09-27,,,,,0.0,,,,,,,no_daily_bars,False
IDMCQ^11,IDMCQ,2008-02-07,2008-02-20,,,,,0.0,,,,,,,no_daily_bars,False
IDT,IDT,2010-07-15,2010-08-09,small,12.0,1.0,16.0,3.0,2010-07-13; 2010-08-04; 2010-09-13,2010-07-15; 2010-08-06; 2010-09-15,16.65; 19.7; 16.6,16.6,,,OK,
IDT,IDT,2021-07-19,2021-08-02,small,35.0,8.0,16.0,3.0,2021-07-29; 2021-08-13; 2021-09-10,2021-08-02; 2021-08-17; 2021-09-14,53.68; 57.1; 46.67,46.67,,,OK,
IDYA,IDYA,2023-04-28,2023-05-18,small,34.0,9.0,16.0,3.0,2023-05-10; 2023-05-22; 2023-06-12,2023-05-12; 2023-05-24; 2023-06-14,22.85; 23.08; 26.35,26.35,,,OK,
IDYA,IDYA,2023-08-21,2023-08-25,small,27.0,11.0,14.0,1.0,2023-09-05,2023-09-07,30.25,30.25,,,OK,
IDYA,IDYA,2023-11-09,2023-11-14,small,19.0,13.0,16.0,3.0,2023-11-09; 2023-11-30; 2023-12-19,2023-11-13; 2023-12-04; 2023-12-21,31.23; 33.24; 35.53,35.53,,,OK,
IEP,IEP,2013-11-07,2013-11-26,large_plus,2.0,1.0,1.0,2.0,2013-11-07; 2013-12-09,2013-11-11; 2013-12-11,127.0; 149.7691,149.7691,,,OK,
IEP,IEP,2013-12-16,2013-12-19,,,,,0.0,,,,,,,no_pivot_yet,False
IESC,IESC,2024-04-15,2024-04-19,mid,17.0,9.0,11.0,2.0,2024-04-30; 2024-05-13,2024-05-02; 2024-05-15,69.73; 92.19,92.19,,,OK,
IESC,IESC,2024-05-13,2024-05-24,mid,24.0,7.0,14.0,1.0,2024-06-28,2024-07-02,71.7647,71.7647,,,OK,
IESC,IESC,2025-04-29,2025-04-30,mid,27.0,7.0,13.0,3.0,2025-04-25; 2025-05-14; 2025-06-09,2025-04-29; 2025-05-16; 2025-06-11,101.855; 140.0; 141.86,141.86,,,OK,
IESC,IESC,2026-08-13,2026-08-18,large_plus,22.0,6.0,10.0,1.0,2026-08-12,2026-08-14,408.255,408.255,,,OK,
IFRX,IFRX,2019-04-17,2019-05-03,small,23.0,4.0,15.0,1.0,2019-04-24,2019-04-26,53.1,53.1,,,OK,
IFRX,IFRX,2021-10-29,2021-11-26,small,63.0,4.0,13.0,3.0,2021-10-28; 2021-11-15; 2022-01-05,2021-11-01; 2021-11-17; 2022-01-07,5.24; 5.6856; 4.99,4.99,,,OK,
IFRX,IFRX,2023-04-05,2023-05-04,small,21.0,1.0,4.0,3.0,2023-04-05; 2023-04-25; 2023-05-01,2023-04-10; 2023-04-27; 2023-05-03,7.25; 4.92; 5.2,5.2,,,OK,
IGC,IGC,2018-09-24,2018-10-16,small,33.0,1.0,3.0,1.0,2018-10-02,2018-10-04,14.58,14.58,,,OK,
IGC,IGC,2020-08-17,2020-08-21,small,127.0,3.0,7.0,1.0,2020-08-13,2020-08-17,4.5,4.5,,,OK,
IGMS^25,IGMS,2020-09-22,2020-10-08,mid,57.0,1.0,12.0,3.0,2020-09-18; 2020-10-13; 2020-11-11,2020-09-22; 2020-10-15; 2020-11-13,89.81; 82.743; 58.39,58.39,,,OK,
IGMS^25,IGMS,2020-12-08,2020-12-16,small,148.0,13.0,16.0,2.0,2020-12-09; 2021-01-19,2020-12-11; 2021-01-21,133.0; 106.71,106.71,,,OK,
IGMS^25,IGMS,2021-06-04,2021-06-08,mid,41.0,7.0,15.0,3.0,2021-06-07; 2021-07-12; 2021-07-21,2021-06-09; 2021-07-14; 2021-07-23,99.44; 91.13; 93.98,93.98,,,OK,
IGMS^25,IGMS,2021-07-20,2021-07-21,mid,15.0,10.0,10.0,2.0,2021-08-10; 2021-08-23,2021-08-12; 2021-08-25,86.91; 83.595,83.595,,,OK,
IGMS^25,IGMS,2022-03-30,2022-03-31,small,94.0,9.0,11.0,1.0,2022-03-29,2022-03-31,35.98,35.98,,,OK,
IGT.1^15,IGT,2009-05-21,2009-06-04,mid,110.0,7.0,16.0,1.0,2009-06-01,2009-06-03,18.15,18.15,,,OK,
IGTE^15,IGTE,2010-11-30,2010-12-03,small,10.0,8.0,10.0,1.0,2010-11-29,2010-12-01,24.99,24.99,,,OK,
IHRT,IHRT,2021-03-29,2021-04-01,mid,76.0,7.0,16.0,2.0,2021-04-14; 2021-05-10,2021-04-16; 2021-05-12,20.31; 24.07,24.07,,,OK,
IHT,IHT,2021-05-17,2021-06-09,small,62.0,1.0,4.0,1.0,2021-06-08,2021-06-10,14.77,14.77,,,OK,
IIIN,IIIN,2006-03-16,2006-04-18,,,,,0.0,,,,,,,no_pivot_yet,False
IIIN,IIIN,2006-06-19,2006-06-20,,,,,0.0,,,,,,,no_pivot_yet,False
IIIN,IIIN,2006-06-26,2006-07-12,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-06-03,2005-06-23,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-07-13,2005-07-14,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-07-28,2005-08-12,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-10-04,2005-10-11,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-10-17,2005-10-18,,,,,0.0,,,,,,,no_pivot_yet,False
IIJIY,IIJIY,2005-11-07,2005-12-09,,,,,0.0,,,,,,,no_pivot_yet,False
IIN^22,IIN,2018-08-10,2018-09-06,small,23.0,1.0,14.0,2.0,2018-08-15; 2018-09-04,2018-08-17; 2018-09-06,69.5; 76.8,76.8,,,OK,
IIPR,IIPR,2018-10-09,2018-10-10,,,,,0.0,,,,,,,no_pivot_yet,False
IIPR,IIPR,2018-11-20,2018-12-14,small,25.0,2.0,12.0,3.0,2018-11-23; 2018-12-17; 2019-01-14,2018-11-27; 2018-12-19; 2019-01-16,55.63; 53.98; 55.595,55.595,,,OK,
IIPR,IIPR,2019-06-21,2019-07-16,small,15.0,5.0,15.0,3.0,2019-06-20; 2019-07-11; 2019-08-20,2019-06-24; 2019-07-15; 2019-08-22,137.78; 139.53; 115.82,115.82,,,OK,
ILAG,ILAG,2022-10-14,2022-10-21,small,31.0,3.0,11.0,1.0,2022-10-14,2022-10-18,120.0,120.0,,,OK,
ILLR,ILLR,2024-04-22,2024-05-17,,,,,0.0,,,,,,,no_pivot_yet,False
ILMN,ILMN,2006-07-07,2006-07-21,,,,,0.0,,,,,,,no_pivot_yet,False
ILMN,ILMN,2006-09-29,2006-10-02,small,12.0,11.0,12.0,2.0,2006-10-18; 2006-10-26,2006-10-20; 2006-10-30,21.965; 22.935,22.935,,,OK,
ILMN,ILMN,2009-01-15,2009-01-21,mid,175.0,8.0,11.0,3.0,2009-01-16; 2009-02-10; 2009-02-13,2009-01-21; 2009-02-12; 2009-02-18,30.34; 35.93; 36.61,36.61,,,OK,
ILMN,ILMN,2009-02-04,2009-02-05,mid,61.0,6.0,8.0,1.0,2009-03-16,2009-03-18,36.95,36.95,,,OK,
ILMN,ILMN,2009-02-20,2009-02-27,mid,65.0,8.0,16.0,1.0,2009-03-23,2009-03-25,38.95,38.95,,,OK,
ILMN,ILMN,2022-01-24,2022-01-25,large_plus,11.0,10.0,11.0,1.0,2022-02-09,2022-02-11,369.87,369.87,,,OK,
ILMN,ILMN,2024-08-13,2024-08-14,large_plus,6.0,5.0,6.0,2.0,2024-08-20; 2024-09-19,2024-08-22; 2024-09-23,137.18; 136.19,136.19,,,OK,
