ticker,revised_ticker,name,primary_exchange,type,active,chartability
CLWR^13,CLWR,CLEARWIRE CORP NEW CL A COM STK (DE),XNAS,,False,likely_chartable
LQDT,LQDT,"Liquidity Services, Inc.",XNAS,CS,True,likely_chartable
SWI.3^16,SWI,SolarWinds Corporation Common Stock,XNYS,CS,False,likely_chartable
WPRT,WPRT,Westport Fuel Systems Inc Common Shares,XNAS,CS,True,likely_chartable
LSI.1^14,LSI,"Life Storage, Inc.",XNYS,CS,False,likely_chartable
VRA,VRA,"Vera Bradley, Inc.",XNAS,CS,True,likely_chartable
DNKN^20,DNKN,"Dunkin' Brands Group, Inc.",XNAS,CS,False,likely_chartable
CTCT^16,CTCT,"CONSTANT CONTACT, INC COM",XNAS,,False,likely_chartable
THO,THO,"Thor Industries, Inc.",XNYS,CS,True,likely_chartable
AZPN^25,AZPN,Aspen Technology Inc,XNAS,CS,False,likely_chartable
ULTA,ULTA,"Ulta Beauty, Inc. Common Stock",XNAS,CS,True,likely_chartable
CVLT,CVLT,"Commault Systems, Inc.",XNAS,CS,True,likely_chartable
FNSR^19,FNSR,Finisar Corp,XNAS,CS,False,likely_chartable
VRUS.1^12,VRUS,VERUS INTL INC,OTC Link,CS,True,low_confidence
OPTR^13,OPTR,"OPTIMER PHARMACEUTICALS, INC. COM STK",,,False,low_confidence
BSFT.1^18,BSFT,"BroadSoft, Inc.",XNAS,CS,False,likely_chartable
RRR.2^12,RRR,"Red Rock Resorts, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
MLNX^20,MLNX,"Mellanox Technologies, Ltd.",XNAS,CS,False,likely_chartable
P.4^19,P,"Everpure, Inc.",XNYS,CS,True,likely_chartable
SVM,SVM,Silvercorp Metals Inc. Common Shares,XASE,CS,True,likely_chartable
LOGM^20,LOGM,"LogMein, Inc.",XNAS,CS,False,likely_chartable
DISH^24,DISH,DISH Network Corp.,XNAS,CS,False,likely_chartable
NXTM^19,NXTM,NxStage Medical Inc.,XNAS,CS,False,likely_chartable
SFSF^12,SFSF,SUCCESSFACTORS INC COM STK (DE),XNYS,CS,False,likely_chartable
MTW,MTW,"The Manitowoc Company, Inc.",XNYS,CS,True,likely_chartable
STMP^21,STMP,"Stamps.com, Inc.",XNAS,CS,False,likely_chartable
MTOR^22,MTOR,"MERITOR, Inc.",XNYS,CS,False,likely_chartable
TEX,TEX,Terex Corporation,XNYS,CS,True,likely_chartable
SIMO,SIMO,Silicon Motion Technology Corporation,XNAS,ADRC,True,likely_chartable
FIO^14,FIO,FUSION-IO INC COM,XNYS,CS,False,likely_chartable
TIBX^14,TIBX,TIBCO SOFTWARE INC,XNAS,,False,likely_chartable
AFFY,AFFY,AFFYMAX INC,OTC Link,CS,True,low_confidence
TQNT^15,TQNT,TRIQUINT SEMICONDUCTOR INC,XNAS,,False,likely_chartable
CTB^21,CTB,Cooper Tire & Rubber Co.,XNYS,CS,False,likely_chartable
CHRS.1^12,CHRS,"Coherus Oncology, Inc. Common Stock",XNAS,CS,True,likely_chartable
GNOM.2^13,GNOM,Global X Genomics & Biotechnology ETF,XNAS,ETF,True,low_confidence
CPX^12,CPX,"COMPLETE PRODUCTION SERVICES, INC",XNYS,CS,False,likely_chartable
SWFT^17,SWFT,Swift Transportation Company,XNYS,CS,False,likely_chartable
SSYS,SSYS,Stratasys Inc (ISRAEL),XNAS,CS,True,likely_chartable
INHX^12,INHX,INHIBITEX INC,XNAS,,False,likely_chartable
KOG^14,KOG,KODIAK OIL & GAS CORP,XNYS,CS,False,likely_chartable
OPEN.4^14,OPEN,Opendoor Technologies Inc Common Stock,XNAS,CS,True,likely_chartable
SGI,SGI,Somnigroup International Inc.,XNYS,CS,True,likely_chartable
TUDO^12,TUDO,TUDOU HLDGS LTD SPON ADR (CYM),,,False,low_confidence
BVSN^20,BVSN,Broadvision Inc Com,XNAS,CS,False,likely_chartable
IDIX^14,IDIX,IDENIX PHARMACEUTICALS INC,XNAS,,False,likely_chartable
ALNY,ALNY,"Alnylam Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
DOLE.1^13,DOLE,Dole plc,XNYS,CS,True,likely_chartable
ZOLL^12,ZOLL,ZOLL MEDICAL CORP,,,False,low_confidence
ECYT^18,ECYT,"Endocyte, Inc. Common Stock",XNAS,CS,False,likely_chartable
SYNC^21,SYNC,"Synacor, Inc.",XNAS,CS,False,likely_chartable
SRPT,SRPT,"Sarepta Therapeutics,, Inc. Common Stock",XNAS,CS,True,likely_chartable
NSM^18,NSM,Nationstar Mortgage Holdings,XNYS,CS,False,likely_chartable
YELP,YELP,YELP INC.,XNYS,CS,True,likely_chartable
HZNP^23,HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,XNAS,CS,False,likely_chartable
PBYI,PBYI,PUMA BIOTECHNOLOGY INC,XNAS,CS,True,likely_chartable
HIMX,HIMX,"Himax Technologies, Inc.",XNAS,ADRC,True,likely_chartable
RPRX.1^18,RPRX,Royalty Pharma plc Class A Ordinary Shares,XNAS,CS,True,likely_chartable
SPPI^23,SPPI,Spectrum Pharmaceuticals Inc,XNAS,CS,False,likely_chartable
ATRS^22,ATRS,"Antares Pharma, Inc.",XNAS,CS,False,likely_chartable
KNDI,KNDI,"Kandi Technologies Group, Inc. Ordinary Shares",XNAS,CS,True,likely_chartable
CYTK,CYTK,Cytokinetics Inc.,XNAS,CS,True,likely_chartable
PCYC^15,PCYC,PHARMACYCLICS INC,XNAS,,False,likely_chartable
INO,INO,"Inovio Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
ASTX.1^13,ASTX,Tradr 2X Long ASTS Daily ETF,BATS,ETF,True,low_confidence
RMTI,RMTI,"Rockwell Medical, Inc. (DE) Common Stock",XNAS,CS,True,likely_chartable
VIPS,VIPS,Vipshop Holdings Limited,XNYS,ADRC,True,likely_chartable
GOGO,GOGO,Gogo Inc.,XNAS,CS,True,likely_chartable
AEGR^16,AEGR,"Aegerion Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
BITA.1^20,BITA,The iShares Bitcoin Premium Income ETF Shares of Fractional Undivided Beneficial Interest,XNAS,ETF,True,low_confidence
OMER,OMER,Omeros Corporation,XNAS,CS,True,likely_chartable
MM^15,MM,MILLENNIAL MEDIA INC COM STK (DE),XNYS,CS,False,likely_chartable
PRKR,PRKR,PARKERVISION INC,OTC Link,CS,True,low_confidence
ARIA.1^17,ARIA,Aria Opportunities ETF,ARCX,ETF,True,low_confidence
SCTY.1^16,SCTY,SolarCity Corporation,XNAS,CS,False,likely_chartable
CAMT,CAMT,Camtek Ltd,XNAS,CS,True,likely_chartable
OSIR^19,OSIR,"Osiris Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
AFOP^16,AFOP,ALLIANCE FIBER OPTIC PROD INC  COM STK,XNAS,,False,likely_chartable
NBIX,NBIX,Neurocrine Biosciences Inc,XNAS,CS,True,likely_chartable
ORMP,ORMP,Oramed Pharmaceuticals Inc.,XNAS,CS,True,likely_chartable
PLUG,PLUG,Plug Power Inc.,XNAS,CS,True,likely_chartable
GALT,GALT,Galectin Therapeutics Inc.,XNAS,CS,True,likely_chartable
ARWR,ARWR,Arrowhead Research Corporation,XNAS,CS,True,likely_chartable
KYTH^15,KYTH,"KYTHERA BIOPHARMACEUTICALS, INC COM",XNAS,,False,likely_chartable
ZLTQ^17,ZLTQ,"ZELTIQ Aesthetics, Inc.",XNAS,CS,False,likely_chartable
LIVE,LIVE,Live Ventures Inc,XNAS,CS,True,likely_chartable
BLDP,BLDP,Ballard Power Systems Inc.,XNAS,CS,True,likely_chartable
FCEL,FCEL,FuelCell Energy Inc  NEW (DE),XNAS,CS,True,likely_chartable
MOBI.2^16,MOBI,"Mobia Medical, Inc. Common Stock",XNAS,CS,True,likely_chartable
AGIO,AGIO,"Agios Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
ICPT^23,ICPT,"Intercept Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
GTN,GTN,"Gray Media, Inc.",XNYS,CS,True,likely_chartable
OMED.2^19,OMED,"OncoMed Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
FURX^14,FURX,FURIEX PHARMACEUTICALS INC COM STK (DE),XNAS,,False,likely_chartable
CHTP^14,CHTP,CHELSEA THERAPEUTICS INT'L LTD,XNAS,,False,likely_chartable
RGEN,RGEN,Repligen Corp,XNAS,CS,True,likely_chartable
IRWD,IRWD,"Ironwood Pharmaceuticals, Inc. - Class A",XNAS,CS,True,likely_chartable
PTCT,PTCT,"PTC Therapeutics, Inc.",XNAS,CS,True,likely_chartable
GWPH^21,GWPH,GW Pharmaceuticals Plc American Depositary Shares,XNAS,ADRC,False,likely_chartable
MXWL^19,MXWL,Maxwell Technologies Inc,XNAS,CS,False,likely_chartable
TOUR,TOUR,Tuniu Corporation,XNAS,ADRC,True,likely_chartable
KPTI,KPTI,Karyopharm Therapeutics Inc.,XNAS,CS,True,likely_chartable
CMCM,CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares",XNYS,ADRC,True,likely_chartable
ARTX^19,ARTX,Arotech Corporation,XNAS,CS,False,likely_chartable
BMA,BMA,Banco Macro S.A.,XNYS,ADRC,True,likely_chartable
EMESQ^19,EMESQ,,,,,unknown_not_in_polygon
ATHM,ATHM,"Autohome Inc. American Depositary Shares, each representing four Class A Ordinary Shares",XNYS,ADRC,True,likely_chartable
GPRO,GPRO,"GoPro, Inc.",XNAS,CS,True,likely_chartable
MACK^24,MACK,"Merrimack Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
QIWI^24,QIWI,QIWI PLC,XNAS,ADRC,False,likely_chartable
ACHN.1^20,ACHN,"Achillion Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
LAKE,LAKE,Lakeland Industries Inc,XNAS,CS,True,likely_chartable
APT,APT,"Alpha Pro Tech, Ltd.",XASE,CS,True,likely_chartable
AERI^22,AERI,"Aerie Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
BLUE^25,BLUE,"bluebird bio, Inc. Common Stock",XNAS,CS,False,likely_chartable
TRLA.2^15,TRLA,"Telaria, Inc.",XNYS,CS,False,likely_chartable
IBIO,IBIO,"iBio, Inc. Common Stock",XNAS,CS,True,likely_chartable
TTPH^20,TTPH,"Tetraphase Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
RENT.1^16,RENT,"Rent the Runway, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
CMGE^15,CMGE,CHINA MOBILE GAMES & ENTMT GRP LTD SPON ADR (CYM),XNAS,,False,likely_chartable
VIMC^15,VIMC,VIMICRO INTERNATIONAL CORP ADR (KY),XNAS,,False,likely_chartable
CLF,CLF,Cleveland-Cliffs Inc.,XNYS,CS,True,likely_chartable
KITE^17,KITE,"Kite Pharma, Inc.",XNAS,CS,False,likely_chartable
CZR.3^20,CZR,"Caesars Entertainment, Inc. Common Stock",XNAS,CS,True,likely_chartable
ANIP,ANIP,"ANI Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
EXAS^26,EXAS,Exact Sciences Corp,XNAS,CS,False,likely_chartable
CMRX^25,CMRX,"Chimerix, Inc.",XNAS,CS,False,likely_chartable
MGNX,MGNX,"MacroGenics, Inc.",XNAS,CS,True,likely_chartable
RGLS^25,RGLS,Regulus Therapeutics Inc.,XNAS,CS,False,likely_chartable
IMPV^19,IMPV,"Imperva, Inc.",XNAS,CS,False,likely_chartable
ESPR^26,ESPR,"Esperion Therapeutics, Inc.",XNAS,CS,False,likely_chartable
FOLD^26,FOLD,"Amicus Therapeutics, Inc",XNAS,CS,False,likely_chartable
PLNR^15,PLNR,PLANAR SYSTEMS INC,XNAS,,False,likely_chartable
KING^16,KING,KING DIGITAL ENTMT PLC ORD SHS (IRL),XNYS,CS,False,likely_chartable
CYBR^26,CYBR,CyberArk Software Ltd.,XNAS,CS,False,likely_chartable
TRUE^26,TRUE,"TrueCar, Inc.",XNAS,CS,False,likely_chartable
NVRO^25,NVRO,NEVRO CORP.,XNYS,CS,False,likely_chartable
TLM^15,TLM,TALISMAN ENERGY INC,XNYS,CS,False,likely_chartable
RLYP^16,RLYP,RELYPSA INC COM,XNAS,,False,likely_chartable
XLRN^21,XLRN,Acceleron Pharma Inc.,XNAS,CS,False,likely_chartable
ARRY.1^19,ARRY,"Array Technologies, Inc. Common Stock",XNAS,CS,True,likely_chartable
HALO,HALO,"Halozyme Therapeutics, Inc.",XNAS,CS,True,likely_chartable
RDUS.1^22,RDUS,"Radius Recycling, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
NOG,NOG,"Northern Oil and Gas, Inc.",XNYS,CS,True,likely_chartable
CLDX,CLDX,"Celldex Therapeutics, Inc",XNAS,CS,True,likely_chartable
NDRM^17,NDRM,NeuroDerm Ltd. Ordinary Shares,XNAS,CS,False,likely_chartable
PRTA,PRTA,Prothena Corporation plc Ordinary Shares,XNAS,CS,True,likely_chartable
EGRX,EGRX,EAGLE PHARMS INC,OTC Link,CS,True,low_confidence
CRMD,CRMD,CorMedix Inc.,XNAS,CS,True,likely_chartable
ASPX^15,ASPX,AUSPEX PHARMACEUTICALS INC COM STK (DE),XNAS,,False,likely_chartable
ASPS,ASPS,Altisource Portfolio Solutions S.A.,XNAS,CS,True,likely_chartable
PDCE^23,PDCE,"PDC Energy, Inc.",XNAS,CS,False,likely_chartable
BLDR,BLDR,"Builders FirstSource, Inc.",XNYS,CS,True,likely_chartable
CVEO,CVEO,Civeo Corporation,XNYS,CS,True,likely_chartable
CLNE,CLNE,Clean Energy Fuels Corp.,XNAS,CS,True,likely_chartable
SHAK,SHAK,Shake Shack Inc.,XNYS,CS,True,likely_chartable
BNFT^23,BNFT,"Benefitfocus, Inc.",XNAS,CS,False,likely_chartable
VSLR^20,VSLR,"VIVINT SOLAR, INC.",XNYS,CS,False,likely_chartable
HPTX^15,HPTX,HYPERION THERAPEUTICS INC COM STK (DE),XNAS,,False,likely_chartable
HRTX,HRTX,"Heron Therapeutics, Inc.",XNAS,CS,True,likely_chartable
SEDG,SEDG,"SolarEdge Technologies, Inc.",XNAS,CS,True,likely_chartable
QUNR^17,QUNR,Qunar Cayman Islands Limited,XNAS,ADRC,False,likely_chartable
NHTC,NHTC,Natural Health Trends Corp.,XNAS,CS,True,likely_chartable
ANTH,ANTH,ANTHERA PHARMS INC NEW,OTC Link,CS,True,low_confidence
WUBA^20,WUBA,58.COM INC,XNYS,ADRC,False,likely_chartable
ATRA,ATRA,"Atara Biotherapeutics, Inc",XNAS,CS,True,likely_chartable
JMEI^20,JMEI,"Jumei International Holding Limited American depositary shares, each representing ten Class A ordina",XNYS,ADRC,False,likely_chartable
BAS.1^16,BAS,"Basis Energy Services, Inc.",XNYS,CS,False,likely_chartable
SRNE,SRNE,SORRENTO THERAPEUTICS INC,OTC Link,CS,True,low_confidence
CHRS,CHRS,"Coherus Oncology, Inc. Common Stock",XNAS,CS,True,likely_chartable
TREE,TREE,"LendingTree, Inc.",XNAS,CS,True,likely_chartable
ETSY,ETSY,"Etsy, Inc.",XNYS,CS,True,likely_chartable
LXRX,LXRX,"Lexicon Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
S.4^20,S,"SentinelOne, Inc.",XNYS,CS,True,likely_chartable
W,W,Wayfair Inc.,XNYS,CS,True,likely_chartable
TRVN,TRVN,TREVENA INC,OTC Link,CS,True,low_confidence
EFOI,EFOI,"Energy Focus, Inc.",XNAS,CS,True,likely_chartable
AKBA,AKBA,"Akebia Therapeutics, Inc.",XNAS,CS,True,likely_chartable
ZGNX^22,ZGNX,"Zogenix, Inc.",XNAS,CS,False,likely_chartable
FIT.2^21,FIT,"Fitbit, Inc. Class A common stock",XNYS,CS,False,likely_chartable
CHMA^21,CHMA,"Chiasma, Inc. Common Stock",XNAS,CS,False,likely_chartable
ANAC.1^16,ANAC,Arctos NorthStar Acquisition Corp.,XNYS,CS,False,likely_chartable
SHOP,SHOP,Shopify Inc. Class A subordinate voting shares,XNAS,CS,True,likely_chartable
ABMD^22,ABMD,Abiomed Inc,XNAS,CS,False,likely_chartable
SCMP^18,SCMP,"Sucampo Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
CPE^24,CPE,Callon Petroleum Company,XNYS,CS,False,likely_chartable
ZSPH^15,ZSPH,ZS PHARMA INC COMS TK (DE),XNAS,,False,likely_chartable
LJPC^22,LJPC,La Jolla Pharmaceutical Company,XNAS,CS,False,likely_chartable
CWEI^17,CWEI,"Clayton Williams Energy, Inc.",XNYS,CS,False,likely_chartable
PACB,PACB,"Pacific Biosciences of California, Inc.",XNAS,CS,True,likely_chartable
ITCI^25,ITCI,Intra-Cellular Therapies Inc.,XNAS,CS,False,likely_chartable
AVXL,AVXL,Anavex Life Sciences,XNAS,CS,True,likely_chartable
ERII,ERII,"Energy Recovery, Inc.",XNAS,CS,True,likely_chartable
MRTX^24,MRTX,"Mirati Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
RJETQ^17,RJETQ,,,,,unknown_not_in_polygon
NVCR,NVCR,NovoCure Limited Ordinary Shares,XNAS,CS,True,likely_chartable
CSTM,CSTM,Constellium SE Class A Ordinary shares,XNYS,CS,True,likely_chartable
JUNO^18,JUNO,"Juno Therapeutics, Inc.",XNAS,CS,False,likely_chartable
CLLS,CLLS,Cellectis S.A. American Depositary Shares,XNAS,ADRC,True,likely_chartable
OLED,OLED,Universal Display Corp,XNAS,CS,True,likely_chartable
TXMD,TXMD,"TherapeuticsMD, Inc.",XNAS,CS,True,likely_chartable
PCRX,PCRX,"Pacira BioSciences, Inc. Common Stock",XNAS,CS,True,likely_chartable
FPRX^21,FPRX,"Five Prime Therapeutics, Inc.",XNAS,CS,False,likely_chartable
DYAX^16,DYAX,DYAX CORPORATION,XNAS,,False,likely_chartable
CACC,CACC,Credit Acceptance Corp,XNAS,CS,True,likely_chartable
XNPT^16,XNPT,"XENOPORT, INC.",XNAS,,False,likely_chartable
ARII^18,ARII,"American Railcar Industries, Inc.",XNAS,CS,False,likely_chartable
RUN,RUN,Sunrun Inc,XNAS,CS,True,likely_chartable
SMCI,SMCI,"Super Micro Computer, Inc. Common Stock",XNAS,CS,True,likely_chartable
RVNC^25,RVNC,"Revance Therapeutics, Inc.",XNAS,CS,False,likely_chartable
AR,AR,ANTERO RESOURCES CORPORATION,XNYS,CS,True,likely_chartable
AVP^20,AVP,"Avon Products, Inc.",XNYS,CS,False,likely_chartable
CIVI^26,CIVI,"Civitas Resources, Inc.",XNYS,CS,False,likely_chartable
NGL,NGL,NGL ENERGY PARTNERS LP,XNYS,CS,True,likely_chartable
SUNEQ^17,SUNEQ,,,,,unknown_not_in_polygon
STRP^18,STRP,Straight Path Communications Inc.,XASE,CS,False,likely_chartable
GLNG,GLNG,Golar LNG Ltd,XNAS,CS,True,likely_chartable
OKE,OKE,"Oneok, Inc.",XNYS,CS,True,likely_chartable
ADMS^21,ADMS,"Adamas Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
TERP^20,TERP,"TerraForm Power, Inc",XNAS,CS,False,likely_chartable
GPORQ^21,GPORQ,,,,,unknown_not_in_polygon
SEP^18,SEP,Spectra Engy Parters Lp,XNYS,CS,False,likely_chartable
TIVO^20,TIVO,Tivo Inc,XNAS,CS,False,likely_chartable
GRPN,GRPN,"Groupon, Inc.Common Stock",XNAS,CS,True,likely_chartable
ICON.1^21,ICON,Icon Energy Corp. Common stock,XNAS,CS,True,likely_chartable
CC,CC,The Chemours Company,XNYS,CS,True,likely_chartable
CNX,CNX,CNX Resources Corporation,XNYS,CS,True,likely_chartable
ATI,ATI,ATI Inc.,XNYS,CS,True,likely_chartable
CDE,CDE,"Coeur Mining, Inc.",XNYS,CS,True,likely_chartable
GMLP^21,GMLP,Golar LNG Partners LP,XNAS,CS,False,likely_chartable
EDIT,EDIT,"Editas Medicine, Inc. Common Stock",XNAS,CS,True,likely_chartable
SDRL.1^18,SDRL,Seadrill Limited,XNYS,CS,True,likely_chartable
AXLL^16,AXLL,AXIALL CORP COM STK (DE),XNYS,CS,False,likely_chartable
ELLI^19,ELLI,Ellie Mae Inc,XNYS,CS,False,likely_chartable
SM,SM,SM Energy Company,XNYS,CS,True,likely_chartable
VCEL,VCEL,Vericel Corporation,XNAS,CS,True,likely_chartable
CRAY^19,CRAY,"Cray, Inc.",XNAS,CS,False,likely_chartable
OCLR^18,OCLR,Oclaro Inc.,XNAS,CS,False,likely_chartable
NERV,NERV,"Minerva Neurosciences, Inc",XNAS,CS,True,likely_chartable
X^25,X,United States Steel Corporation,XNYS,CS,False,likely_chartable
CCXI.2^22,CCXI,Churchill Capital Corp XI Class A Ordinary Shares,XNAS,CS,True,likely_chartable
AKS^20,AKS,AK Steel Holding Corp.,XNYS,CS,False,likely_chartable
MUX,MUX,McEwen Inc.,XNYS,CS,True,likely_chartable
WLL.2^20,WLL,Whiting Petroleum Corporation,XNYS,CS,False,likely_chartable
CPXX^16,CPXX,CELATOR PHARMACEUTICALS INC. COMMON STOCK,XNAS,,False,likely_chartable
CEQP^23,CEQP,Crestwood Equity Partners LP,XNYS,CS,False,likely_chartable
VTAE^16,VTAE,"Vitae Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
TWLO,TWLO,Twilio Inc.,XNYS,CS,True,likely_chartable
MKTO^16,MKTO,MARKETO INC COM STK (DE),XNAS,,False,likely_chartable
YRD,YRD,Yiren Digital Ltd.,XNYS,ADRC,True,likely_chartable
ATW^17,ATW,Atwood Oceanics,XNYS,CS,False,likely_chartable
ONCE^19,ONCE,"Spark Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
PI,PI,"Impinj, Inc. Common Stock",XNAS,CS,True,likely_chartable
ALDR^19,ALDR,"Alder Biopharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
MMYT,MMYT,MakeMyTrip Limited,XNAS,CS,True,likely_chartable
AUPH,AUPH,Aurinia Pharmaceuticals Inc,XNAS,CS,True,likely_chartable
CRBP,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",XNAS,CS,True,likely_chartable
TSRO^19,TSRO,"TESARO, Inc.",XNAS,CS,False,likely_chartable
ACIA^21,ACIA,"Acacia Communications, Inc. Common Stock",XNAS,CS,False,likely_chartable
SAGE^25,SAGE,"Sage Therapeutics, Inc",XNAS,CS,False,likely_chartable
BTG,BTG,B2Gold Corp.,XASE,CS,True,likely_chartable
SPHS^22,SPHS,"Sophiris Bio, Inc.",XNAS,CS,False,likely_chartable
SXC,SXC,SUNCOKE ENERGY INC,XNYS,CS,True,likely_chartable
IONS,IONS,"Ionis Pharmaceuticals, Inc. Common Stock",XNAS,CS,True,likely_chartable
REN^19,REN,Resolute Energy Corporaton,XNYS,CS,False,likely_chartable
TPC,TPC,Tutor Perini Corporation,XNYS,CS,True,likely_chartable
CLCD^17,CLCD,"CoLucid Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
NAK,NAK,"Northern Dynasty Minerals, Ltd.",XASE,CS,True,likely_chartable
GSAT,GSAT,"Globalstar, Inc. Common Stock",XNAS,CS,True,likely_chartable
NKTR,NKTR,Nektar Therapeutics,XNAS,CS,True,likely_chartable
AKTX,AKTX,Akari Therapeutics plc ADR (0.01 USD),XNAS,ADRC,True,likely_chartable
TGTX,TGTX,"TG Therapeutics, Inc.",XNAS,CS,True,likely_chartable
CBIO,CBIO,"Crescent Biopharma, Inc. Common Stock",XNAS,CS,True,likely_chartable
MDXG,MDXG,"MiMedx Group, Inc",XNAS,CS,True,likely_chartable
DDD,DDD,3D Systems Corporation,XNYS,CS,True,likely_chartable
CVNA,CVNA,Carvana Co.,XNYS,CS,True,likely_chartable
GBT^22,GBT,"Global Blood Therapeutics, Inc.",XNAS,CS,False,likely_chartable
TRVG,TRVG,trivago N.V. American Depositary Shares,XNAS,ADRC,True,likely_chartable
AAOI,AAOI,"Applied Optoelectronics, Inc.",XNAS,CS,True,likely_chartable
NVCN^23,NVCN,Neovasc Inc.,XNAS,CS,False,likely_chartable
CNCE^23,CNCE,"Concert Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
ABEO,ABEO,Abeona Therapeutics Inc. Common Stock,XNAS,CS,True,likely_chartable
INSM,INSM,"Insmed, Inc.",XNAS,CS,True,likely_chartable
KURA,KURA,"Kura Oncology, Inc.",XNAS,CS,True,likely_chartable
MZOR^18,MZOR,Mazor Robotics Ltd.,XNAS,ADRC,False,likely_chartable
VERI,VERI,"Veritone, Inc. Common Stock",XNAS,CS,True,likely_chartable
XNET,XNET,Xunlei Limited,XNAS,ADRC,True,likely_chartable
ANAB,ANAB,"AnaptysBio, Inc. Common Stock",XNAS,CS,True,likely_chartable
SORL^20,SORL,"SORL Auto Parts, Inc.",XNAS,CS,False,likely_chartable
HMNY,HMNY,HELIOS&MATHESON ANALYTICS,OTC Link,CS,True,low_confidence
LOXO^19,LOXO,"Loxo Oncology, Inc",XNAS,CS,False,likely_chartable
RIOT,RIOT,"Riot Platforms, Inc. Common Stock",XNAS,CS,True,likely_chartable
AVEO^23,AVEO,"AVEO Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
DVAX^26,DVAX,Dynavax Technologies Corporation,XNAS,CS,False,likely_chartable
ROKU,ROKU,"Roku, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
MDGL,MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",XNAS,CS,True,likely_chartable
WATT,WATT,Energous Corporation,XNAS,CS,True,likely_chartable
MARK,MARK,REMARK HOLDINGS INC,OTC Link,CS,True,low_confidence
MYOK^20,MYOK,"MyoKardia, Inc. Common Stock",XNAS,CS,False,likely_chartable
ARGX,ARGX,argenx SE American Depositary Shares,XNAS,ADRC,True,likely_chartable
SIEB,SIEB,Siebert Financial Corp,XNAS,CS,True,likely_chartable
IOVA,IOVA,"Iovance Biotherapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
KODK,KODK,EASTMAN KODAK COMPANY,XNYS,CS,True,likely_chartable
CRSP,CRSP,CRISPR Therapeutics AG,XNAS,CS,True,likely_chartable
IMMR,IMMR,Immersion Corp,XNAS,CS,True,likely_chartable
VIRT,VIRT,"Virtu Financial, Inc. Class A",XNYS,CS,True,likely_chartable
VKTX,VKTX,"Viking Therapeutics, Inc",XNAS,CS,True,likely_chartable
ESIO^19,ESIO,Electro Scientific Industries,XNAS,CS,False,likely_chartable
VYGR,VYGR,"Voyager Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
BXC,BXC,BlueLinx Holdings Inc.,XNYS,CS,True,likely_chartable
TEUM^22,TEUM,Pareteum Corporation,XNAS,CS,False,likely_chartable
TNDM,TNDM,"Tandem Diabetes Care, Inc.",XNAS,CS,True,likely_chartable
BHVN.1^22,BHVN,Biohaven Ltd.,XNYS,CS,True,likely_chartable
WTI,WTI,"W&T Offshore, Inc.",XNYS,CS,True,likely_chartable
BLNK,BLNK,Blink Charging Co. Common Stock,XNAS,CS,True,likely_chartable
IMGN^24,IMGN,Immunogen Inc,XNAS,CS,False,likely_chartable
ADVM^25,ADVM,"Adverum Biotechnologies, Inc. Common Stock",XNAS,CS,False,likely_chartable
TWTR^22,TWTR,"Twitter, Inc.",XNYS,CS,False,likely_chartable
STAA,STAA,Staar Surgical Co,XNAS,CS,True,likely_chartable
ARMO^18,ARMO,"ARMO BioSciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
CBAY^24,CBAY,Cymabay Therapeutics,XNAS,CS,False,likely_chartable
CLPS,CLPS,CLPS Incorporation Common Stock,XNAS,CS,True,likely_chartable
SLDB,SLDB,Solid Biosciences Inc. Common Stock,XNAS,CS,True,likely_chartable
